;index_x;LLM_score;date;company;index_y;title;symbols;sentiment;ticker
69421;12821;1;2023-05-04T23:05:11+00:00;Brighthouse Financial Inc;121563;Reinsurance Group (RGA) Q1 Earnings and Revenues Surpass Estimates;['BHF.US', 'BHFAP.US'];{'polarity': 0.995, 'neg': 0.008, 'neu': 0.902, 'pos': 0.09};BHFAP
69439;12840;0;2023-05-04T23:39:37+00:00;Alphabet Inc;2386;Apple's Q2 earnings call: Where's the AI talk?;['AAPL.MX', 'AAPL.US', 'AAPL34.SA', 'ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'APC.F', 'APC.XETRA', 'FB2A.F', 'FB2A.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MI', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'MSF.F', 'MSF.XETRA', 'MSFT.MX'];{'polarity': 0.697, 'neg': 0.043, 'neu': 0.883, 'pos': 0.074};GOOG
69440;12840;0;2023-05-04T23:39:37+00:00;Alphabet Inc;3389;Apple's Q2 earnings call: Where's the AI talk?;['AAPL.MX', 'AAPL.US', 'AAPL34.SA', 'ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'APC.F', 'APC.XETRA', 'FB2A.F', 'FB2A.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MI', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'MSF.F', 'MSF.XETRA', 'MSFT.MX'];{'polarity': 0.697, 'neg': 0.043, 'neu': 0.883, 'pos': 0.074};GOOGL
69477;12878;-1;2023-05-05T01:48:31+00:00;Alphabet Inc;2385;Google Is Falling Behind in AI Arms Race, Senior Engineer Warns;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.984, 'neg': 0.057, 'neu': 0.845, 'pos': 0.097};GOOG
69478;12878;-1;2023-05-05T01:48:31+00:00;Alphabet Inc;3388;Google Is Falling Behind in AI Arms Race, Senior Engineer Warns;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.984, 'neg': 0.057, 'neu': 0.845, 'pos': 0.097};GOOGL
69576;12977;0;2023-05-05T09:20:00+00:00;Alphabet Inc;2384;3 Top Artificial-Intelligence Stocks to Buy Right Now;['A1MD34.SA', 'ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'AMD.F', 'AMD.MX', 'AMD.US', 'AMD.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'NVD.F', 'NVD.XETRA', 'NVDA.MX', 'NVDA.US', 'NVDC34.SA', 'PLTR.US'];{'polarity': 0.885, 'neg': 0.079, 'neu': 0.666, 'pos': 0.255};GOOG
69577;12977;0;2023-05-05T09:20:00+00:00;Alphabet Inc;3387;3 Top Artificial-Intelligence Stocks to Buy Right Now;['A1MD34.SA', 'ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'AMD.F', 'AMD.MX', 'AMD.US', 'AMD.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'NVD.F', 'NVD.XETRA', 'NVDA.MX', 'NVDA.US', 'NVDC34.SA', 'PLTR.US'];{'polarity': 0.885, 'neg': 0.079, 'neu': 0.666, 'pos': 0.255};GOOGL
69585;12986;-1;2023-05-05T09:30:00+00:00;Alphabet Inc;2383;Meta Platforms Stock: Don't Ignore This Warning Sign;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'FB2A.F', 'FB2A.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'META.US'];{'polarity': 0, 'neg': 0, 'neu': 1, 'pos': 0};GOOG
69586;12986;-1;2023-05-05T09:30:00+00:00;Alphabet Inc;3386;Meta Platforms Stock: Don't Ignore This Warning Sign;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'FB2A.F', 'FB2A.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'META.US'];{'polarity': 0, 'neg': 0, 'neu': 1, 'pos': 0};GOOGL
69600;13001;0;2023-05-05T09:50:00+00:00;Alphabet Inc;2382;2 Incredible Growth Stocks Down Over 60% That Could Help Make You a Fortune;['5Q5.F', 'ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'RBLX.US', 'SNOW.US'];{'polarity': 0.934, 'neg': 0.041, 'neu': 0.758, 'pos': 0.201};GOOG
69601;13001;0;2023-05-05T09:50:00+00:00;Alphabet Inc;3385;2 Incredible Growth Stocks Down Over 60% That Could Help Make You a Fortune;['5Q5.F', 'ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'RBLX.US', 'SNOW.US'];{'polarity': 0.934, 'neg': 0.041, 'neu': 0.758, 'pos': 0.201};GOOGL
69626;13027;1;2023-05-05T10:05:00+00:00;Alphabet Inc;2381;A Bull Market Is Coming: 2 AI Growth Stocks to Buy Now and Hold Forever;['117.F', 'ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'ANET.US', 'FB2A.F', 'FB2A.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'GSPC.INDX', 'TT8.F', 'TT8.STU', 'TTD.US'];{'polarity': 0.612, 'neg': 0.071, 'neu': 0.667, 'pos': 0.262};GOOG
69627;13027;1;2023-05-05T10:05:00+00:00;Alphabet Inc;3384;A Bull Market Is Coming: 2 AI Growth Stocks to Buy Now and Hold Forever;['117.F', 'ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'ANET.US', 'FB2A.F', 'FB2A.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'GSPC.INDX', 'TT8.F', 'TT8.STU', 'TTD.US'];{'polarity': 0.612, 'neg': 0.071, 'neu': 0.667, 'pos': 0.262};GOOGL
69639;13040;-1;2023-05-05T10:08:09+00:00;Alphabet Inc;2380;Google, Sonos head to trial in contentious smart speaker patent fight;['8SO.F', 'ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'SONO.US'];{'polarity': -0.952, 'neg': 0.101, 'neu': 0.859, 'pos': 0.04};GOOG
69640;13040;-1;2023-05-05T10:08:09+00:00;Alphabet Inc;3383;Google, Sonos head to trial in contentious smart speaker patent fight;['8SO.F', 'ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'SONO.US'];{'polarity': -0.952, 'neg': 0.101, 'neu': 0.859, 'pos': 0.04};GOOGL
69755;13156;-1;2023-05-05T11:13:06+00:00;Alphabet Inc;2379;Google founder Larry Page hit with subpoena in Jeffrey Epstein lawsuit;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': -0.933, 'neg': 0.092, 'neu': 0.845, 'pos': 0.063};GOOG
69756;13156;-1;2023-05-05T11:13:06+00:00;Alphabet Inc;3382;Google founder Larry Page hit with subpoena in Jeffrey Epstein lawsuit;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': -0.933, 'neg': 0.092, 'neu': 0.845, 'pos': 0.063};GOOGL
69823;13224;0;2023-05-05T12:00:56+00:00;Alphabet Inc;2378;Google And The 10-Week Moving Average: How To Buy On Stock Chart Pullbacks;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.671, 'neg': 0, 'neu': 0.8, 'pos': 0.2};GOOG
69824;13224;0;2023-05-05T12:00:56+00:00;Alphabet Inc;3381;Google And The 10-Week Moving Average: How To Buy On Stock Chart Pullbacks;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.671, 'neg': 0, 'neu': 0.8, 'pos': 0.2};GOOGL
69832;13233;0;2023-05-05T12:03:13+00:00;Alphabet Inc;2377;15 Most Valuable Pre-IPO Companies in The World;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GM.US', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'MSFT.US', 'NVDA.US', 'SFT.F', 'SFTBF.US', 'SFTBY.US', 'SFTU.F', 'TROW.US', 'WMT.US'];{'polarity': 0.998, 'neg': 0.01, 'neu': 0.919, 'pos': 0.07};GOOG
69833;13233;0;2023-05-05T12:03:13+00:00;Alphabet Inc;3380;15 Most Valuable Pre-IPO Companies in The World;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GM.US', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'MSFT.US', 'NVDA.US', 'SFT.F', 'SFTBF.US', 'SFTBY.US', 'SFTU.F', 'TROW.US', 'WMT.US'];{'polarity': 0.998, 'neg': 0.01, 'neu': 0.919, 'pos': 0.07};GOOGL
69916;13317;0;2023-05-05T13:15:00+00:00;Alphabet Inc;2376;Microsoft Is the Clear Leader in the AI Space -- Will Alphabet Ever Catch Up?;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'MSF.F', 'MSF.XETRA', 'MSFT.MX', 'MSFT.US', 'MSFT34.SA'];{'polarity': 0.052, 'neg': 0.057, 'neu': 0.883, 'pos': 0.06};GOOG
69917;13317;0;2023-05-05T13:15:00+00:00;Alphabet Inc;3379;Microsoft Is the Clear Leader in the AI Space -- Will Alphabet Ever Catch Up?;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'MSF.F', 'MSF.XETRA', 'MSFT.MX', 'MSFT.US', 'MSFT34.SA'];{'polarity': 0.052, 'neg': 0.057, 'neu': 0.883, 'pos': 0.06};GOOGL
70060;13461;0;2023-05-05T15:00:13+00:00;Alphabet Inc;2375;Why AI’s ‘godfather’ Geoffrey Hinton quit Google to speak out on risks;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'MSF.F', 'MSF.XETRA', 'MSFT.MX', 'MSFT.US', 'MSFT34.SA'];{'polarity': -0.718, 'neg': 0.305, 'neu': 0.625, 'pos': 0.07};GOOG
70061;13461;0;2023-05-05T15:00:13+00:00;Alphabet Inc;3377;Why AI’s ‘godfather’ Geoffrey Hinton quit Google to speak out on risks;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'MSF.F', 'MSF.XETRA', 'MSFT.MX', 'MSFT.US', 'MSFT34.SA'];{'polarity': -0.718, 'neg': 0.305, 'neu': 0.625, 'pos': 0.07};GOOGL
70224;13625;0;2023-05-05T18:23:51+00:00;Alphabet Inc;2373;White House Says It Will Look at AI Rules, Legislation;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.637, 'neg': 0, 'neu': 0.776, 'pos': 0.224};GOOG
70225;13625;0;2023-05-05T18:23:51+00:00;Alphabet Inc;3375;White House Says It Will Look at AI Rules, Legislation;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.637, 'neg': 0, 'neu': 0.776, 'pos': 0.224};GOOGL
70239;13640;-1;2023-05-05T18:34:58+00:00;Alphabet Inc;2372;A senior Google engineer just referenced Warren Buffett’s decades-old economic moat theory—warning the company doesn’t have one in A.I.;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.996, 'neg': 0.038, 'neu': 0.845, 'pos': 0.118};GOOG
70240;13640;-1;2023-05-05T18:34:58+00:00;Alphabet Inc;3374;A senior Google engineer just referenced Warren Buffett’s decades-old economic moat theory—warning the company doesn’t have one in A.I.;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.996, 'neg': 0.038, 'neu': 0.845, 'pos': 0.118};GOOGL
70261;13662;0;2023-05-05T19:07:26+00:00;Alphabet Inc;2371;Apple isn’t playing the AI hype game;['AAPL.MX', 'AAPL.US', 'AAPL34.SA', 'ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'APC.F', 'APC.XETRA', 'FB2A.F', 'FB2A.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MI', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'MSF.F', 'MSF.XETRA', 'MSFT.MX'];{'polarity': 0.986, 'neg': 0.005, 'neu': 0.924, 'pos': 0.071};GOOG
70262;13662;0;2023-05-05T19:07:26+00:00;Alphabet Inc;3372;Apple isn’t playing the AI hype game;['AAPL.MX', 'AAPL.US', 'AAPL34.SA', 'ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'APC.F', 'APC.XETRA', 'FB2A.F', 'FB2A.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MI', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'MSF.F', 'MSF.XETRA', 'MSFT.MX'];{'polarity': 0.986, 'neg': 0.005, 'neu': 0.924, 'pos': 0.071};GOOGL
70351;13752;1;2023-05-05T22:17:10+00:00;Alphabet Inc;2370;Time to Buy Alphabet and Amazon Stock After Q1 Earnings;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'AMZ.F', 'AMZ.XETRA', 'AMZN.MX', 'AMZN.US', 'AMZO34.SA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.999, 'neg': 0.009, 'neu': 0.826, 'pos': 0.165};GOOG
70352;13752;1;2023-05-05T22:17:10+00:00;Alphabet Inc;3371;Time to Buy Alphabet and Amazon Stock After Q1 Earnings;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'AMZ.F', 'AMZ.XETRA', 'AMZN.MX', 'AMZN.US', 'AMZO34.SA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.999, 'neg': 0.009, 'neu': 0.826, 'pos': 0.165};GOOGL
70358;13759;0;2023-05-05T23:05:00+00:00;Alphabet Inc;2369;Weekly Roundup;['A58.F', 'AAPL.MX', 'AAPL.US', 'AAPL34.SA', 'ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'APC.F', 'APC.XETRA', 'AXON.US', 'BAC-PB.US', 'BAC-PE.US', 'BAC-PK.US', 'BAC-PL.US', 'BAC.MX', 'BAC.US', 'BML-PL.US', 'BOAC34.SA', 'C67.F'];{'polarity': 0.34, 'neg': 0, 'neu': 0.893, 'pos': 0.107};GOOG
70359;13759;0;2023-05-05T23:05:00+00:00;Alphabet Inc;3370;Weekly Roundup;['A58.F', 'AAPL.MX', 'AAPL.US', 'AAPL34.SA', 'ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'APC.F', 'APC.XETRA', 'AXON.US', 'BAC-PB.US', 'BAC-PE.US', 'BAC-PK.US', 'BAC-PL.US', 'BAC.MX', 'BAC.US', 'BML-PL.US', 'BOAC34.SA', 'C67.F'];{'polarity': 0.34, 'neg': 0, 'neu': 0.893, 'pos': 0.107};GOOGL
70381;13782;1;2023-05-06T04:00:00+00:00;Alphabet Inc;2368;Google Plans to Make Search More ‘Personal’ with AI Chat and Video Clips;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MI', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.361, 'neg': 0, 'neu': 0.912, 'pos': 0.088};GOOG
70382;13782;1;2023-05-06T04:00:00+00:00;Alphabet Inc;3369;Google Plans to Make Search More ‘Personal’ with AI Chat and Video Clips;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MI', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.361, 'neg': 0, 'neu': 0.912, 'pos': 0.088};GOOGL
70383;13784;0;2023-05-06T04:23:43+00:00;Alphabet Inc;2367;Google plans to upgrade search with AI chat, video clips- WSJ;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.875, 'neg': 0, 'neu': 0.938, 'pos': 0.062};GOOG
70384;13784;0;2023-05-06T04:23:43+00:00;Alphabet Inc;3368;Google plans to upgrade search with AI chat, video clips- WSJ;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.875, 'neg': 0, 'neu': 0.938, 'pos': 0.062};GOOGL
70386;13787;1;2023-05-06T04:42:44+00:00;Alphabet Inc;2366;UPDATE 1-Google plans to upgrade search with AI chat, video clips- WSJ;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.875, 'neg': 0, 'neu': 0.941, 'pos': 0.059};GOOG
70387;13787;1;2023-05-06T04:42:44+00:00;Alphabet Inc;3367;UPDATE 1-Google plans to upgrade search with AI chat, video clips- WSJ;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.875, 'neg': 0, 'neu': 0.941, 'pos': 0.059};GOOGL
70388;13789;0;2023-05-06T04:49:59+00:00;Atlanta Braves Holdings Inc;46457;Q1 2023 Liberty Media Corp Earnings Call;['BATRA.US', 'BATRB.US', 'BATRK.US', 'FWONA.US', 'FWONB.US', 'FWONK.US', 'LM03.F', 'LM04.F', 'LM05.F', 'LM06.F', 'LSXMA.US', 'LSXMB.US', 'LSXMK.US', 'RDO.F', 'SIRI.US'];{'polarity': 1, 'neg': 0.016, 'neu': 0.838, 'pos': 0.146};BATRA
70389;13789;0;2023-05-06T04:49:59+00:00;Atlanta Braves Holdings Inc;51228;Q1 2023 Liberty Media Corp Earnings Call;['BATRA.US', 'BATRB.US', 'BATRK.US', 'FWONA.US', 'FWONB.US', 'FWONK.US', 'LM03.F', 'LM04.F', 'LM05.F', 'LM06.F', 'LSXMA.US', 'LSXMB.US', 'LSXMK.US', 'RDO.F', 'SIRI.US'];{'polarity': 1, 'neg': 0.016, 'neu': 0.838, 'pos': 0.146};BATRK
70398;13799;0;2023-05-06T09:06:00+00:00;Alphabet Inc;2365;Nasdaq Bear Market: 5 Awe-Inspiring Growth Stocks You'll Regret Not Buying on the Dip;['11V.F', '45C.F', 'ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'AEO.US', 'AFG.F', 'CRWD.US', 'FVRR.US', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'IXIC.INDX', 'PINS.US'];{'polarity': 0.572, 'neg': 0.127, 'neu': 0.619, 'pos': 0.254};GOOG
70399;13799;0;2023-05-06T09:06:00+00:00;Alphabet Inc;3366;Nasdaq Bear Market: 5 Awe-Inspiring Growth Stocks You'll Regret Not Buying on the Dip;['11V.F', '45C.F', 'ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'AEO.US', 'AFG.F', 'CRWD.US', 'FVRR.US', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'IXIC.INDX', 'PINS.US'];{'polarity': 0.572, 'neg': 0.127, 'neu': 0.619, 'pos': 0.254};GOOGL
70415;13816;0;2023-05-06T10:36:43+00:00;Alphabet Inc;2364;Artificial intelligence poses greater threat than climate change, says former Google scientist;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.988, 'neg': 0.082, 'neu': 0.798, 'pos': 0.12};GOOG
70416;13816;0;2023-05-06T10:36:43+00:00;Alphabet Inc;3365;Artificial intelligence poses greater threat than climate change, says former Google scientist;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.988, 'neg': 0.082, 'neu': 0.798, 'pos': 0.12};GOOGL
70533;13934;0;2023-05-06T16:10:54+00:00;Alphabet Inc;2363;Charlie Munger on AI: 'I think old-fashioned intelligence works pretty well';['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MI', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'MSF.F', 'MSF.XETRA', 'MSFT.MX', 'MSFT.US', 'MSFT34.SA', 'NVD.F', 'NVD.XETRA', 'NVDA.MX', 'NVDA.US', 'NVDC34.SA'];{'polarity': 0.661, 'neg': 0.071, 'neu': 0.842, 'pos': 0.087};GOOG
70534;13934;0;2023-05-06T16:10:54+00:00;Alphabet Inc;3364;Charlie Munger on AI: 'I think old-fashioned intelligence works pretty well';['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MI', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'MSF.F', 'MSF.XETRA', 'MSFT.MX', 'MSFT.US', 'MSFT34.SA', 'NVD.F', 'NVD.XETRA', 'NVDA.MX', 'NVDA.US', 'NVDC34.SA'];{'polarity': 0.661, 'neg': 0.071, 'neu': 0.842, 'pos': 0.087};GOOGL
70537;13938;-1;2023-05-06T16:23:00+00:00;Alphabet Inc;2362;Google Employee Makes Scathing Criticism: 'We Have No Secret Sauce';['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': -0.34, 'neg': 0.072, 'neu': 0.928, 'pos': 0};GOOG
70538;13938;-1;2023-05-06T16:23:00+00:00;Alphabet Inc;3363;Google Employee Makes Scathing Criticism: 'We Have No Secret Sauce';['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': -0.34, 'neg': 0.072, 'neu': 0.928, 'pos': 0};GOOGL
70542;13943;-1;2023-05-06T17:22:00+00:00;Alphabet Inc;2361;Senior Engineer Says Google Is Losing;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': -0.25, 'neg': 0.136, 'neu': 0.864, 'pos': 0};GOOG
70543;13943;-1;2023-05-06T17:22:00+00:00;Alphabet Inc;3362;Senior Engineer Says Google Is Losing;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': -0.25, 'neg': 0.136, 'neu': 0.864, 'pos': 0};GOOGL
70571;13972;-1;2023-05-06T21:31:00+00:00;Alphabet Inc;2359;Senior Engineer Predicts Google's Downfall;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': -0.25, 'neg': 0.136, 'neu': 0.864, 'pos': 0};GOOG
70572;13972;-1;2023-05-06T21:31:00+00:00;Alphabet Inc;3361;Senior Engineer Predicts Google's Downfall;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': -0.25, 'neg': 0.136, 'neu': 0.864, 'pos': 0};GOOGL
70591;13992;-1;2023-05-07T10:10:00+00:00;Alphabet Inc;2358;The Fed Now Expects a Recession. 1 Supercharged Growth Stock You'll Regret Not Buying on the Dip;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'TT8.F', 'TT8.STU', 'TTD.US'];{'polarity': 0.166, 'neg': 0.138, 'neu': 0.737, 'pos': 0.125};GOOG
70592;13992;-1;2023-05-07T10:10:00+00:00;Alphabet Inc;3360;The Fed Now Expects a Recession. 1 Supercharged Growth Stock You'll Regret Not Buying on the Dip;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'TT8.F', 'TT8.STU', 'TTD.US'];{'polarity': 0.166, 'neg': 0.138, 'neu': 0.737, 'pos': 0.125};GOOGL
